Perpendicular recording	['Perpendicular recording', 'Perpendicular magnetization', 'Perpendicular magnetic recording', 'Perpendicular storage', 'Perpindicular storage', 'Perpendicular Recording Technology', 'Get Perpendicular', 'Perpindicular recording', 'Perpendicular Storage', 'Perpendicular Recording', 'Perpendicular Magnetic Recording', 'Vertical recording']
Peruvian Airlines	['Peruvian Airlines', 'Peruvian (airline)']
Pet Airways	['Pet Airways', 'Pet Air', 'Pet Airlines', 'Pet Airway', 'PAWS Pet Company, Inc.']
Peter Deilmann Cruises	['Peter Deilmann Cruises', 'Deilmann-cruises.com', 'Deilmann.co.uk', 'Deilmannkreuzfahrten.de', 'Peter Deilmann', 'Peter Deilmann Reederei', 'Peter Deilmann Reederei GmbH & Co.KG', 'Peter Deilmann Reederei GmbH & Co. KG', 'Peter Deilmann River and Ocean Cruises', 'Peter Deilmann Shipping', 'Peter Deilmann Shipping Co', 'Peter Deilmann Shipping Co.', 'Peter Deilmann Shipping Company']
Peterson (company)	['Peterson (company)', 'M. Peterson & S\xc3\xb8n', 'Peterson AS', 'Peterson Group', 'Petersongruppen']
Petrodvorets Watch Factory	['Petrodvorets Watch Factory', 'Peterhof Lapidary Factory', 'Peterhof Lapidary Works']
Petróleos Paraguayos	['Petr\xc3\xb3leos Paraguayos', 'Petropar', 'Petroleos Paraguayos', 'Petr\xc3\xb3par']
Petromidia Refinery	['Petromidia Refinery', 'Petromidia Constan\xc8\x9ba Refinery', 'Petromidia Constan\xc5\xa3a Refinery']
Peugeot	['Peugeot', 'Peugeot 1001', 'Peugeot car club', 'Pugeot', 'Peugeot UK', 'Peugot', 'Puegeot', 'Pegueot', 'Peugeot PROLOGUE HYmotion4', 'Peugeot 101', 'Peugeot Groupe', 'Peugeot (GT)', 'Peugeot 1008', 'Peugeot (automobile)', 'Peugeot Corporation', 'Peueot', 'Peugeot Onyx', 'Roland Peugeot']
Pharmascience	['Pharmascience', 'Aegera Therapeutics']
Phased-array optics	['Phased-array optics', 'Phased array optics']
Phelps Stokes Fund	['Phelps Stokes Fund', 'Phelps-Stokes Fund', 'Phelps-stokes', 'Phelps Stokes']
Phnom Penh Commercial Bank	['Phnom Penh Commercial Bank', 'PPCB']
Phoenix Group	['Phoenix Group', 'Pearl Group', 'Pearl Insurance Company', 'Thephoenixgroup', 'Phoenix Group (company)', 'Phoenix Group Holdings']
Phoenix Pick	['Phoenix Pick', 'The Stellar Guild']
Phonogram Inc.	['Phonogram Inc.', 'Phonogram Records']
Phorm	['Phorm', '121Media', '121 media', 'PageSense', 'ProxySense', 'ContextPlus', 'Open Internet Exchange', 'PeopleOnPage', '121 Media']
Physicians Health Choice	['Physicians Health Choice', 'Physicians health choice']
Piccadilly (supermarket chain)	['Piccadilly (supermarket chain)', 'Piccadilly (supermarket)', 'Pikadili']
Piccadilly Restaurants	['Piccadilly Restaurants', 'Piccadilly Cafeteria', 'Piccadilly Cafeterias']
PickupPal	['PickupPal', 'Pickuppal']
Piedmont Authority for Regional Transportation	['Piedmont Authority for Regional Transportation', 'Piedmont Area Regional Transportation']
PIER Systems	['PIER Systems', 'PIER Systems, Inc.']
Pierce Transit	['Pierce Transit', 'Pierce County Public Transportation Benefit Area Corporation']
Pilbara Iron	['Pilbara Iron', 'Hamersley Iron', 'Charles Copeman']
Ping An Bank	['Ping An Bank', 'Shenzhen Ping An Bank', 'SZPAB', 'PABANK', "Ping'an Bank", 'Pingan Bank']
Pink and White Productions	['Pink and White Productions', 'Pink & White Productions', 'Pink and white productions', 'Shine Louise Houston']
Pink Dot	['Pink Dot', 'Pink dot']
PINO	['PINO', 'Pino robot']
Piper-Heidsieck	['Piper-Heidsieck', 'Piper Heidsieck', 'Ferdinand-Th\xc3\xa9odore Kunkelmann']
Piping Hot (surfwear)	['Piping Hot (surfwear)', 'Piping Hot (surfware)']
Pirelli	['Pirelli', 'Pirelli & C.', 'Pirelli Spa', 'Pirelli Tires', 'Power is nothing without control', 'Giovanni Battista Pirelli', 'Pirelli & C. S.p.A.']
PitchBook Data	['PitchBook Data', 'PitchBook Data, Inc.']
Pizza Hut	['Pizza Hut', 'History of Pizza Hut', 'Crown Crust Carnival', 'Crown Crust PIzza', 'Crown Crust Pizza', '4-for-all pizza', 'Pizzahut', 'Pizza hut', 'Hankook Pizza Hut', 'Book It', 'Book It!', 'Pizza Hutt', 'Dan and frank carney', 'Thin n Crispy', 'Pizza Hut Bistro', 'Pasta Hut', 'Pasta hut', 'Pizza Hut Express', 'Pizza Hut Italian Bistro', 'Pizza Hut WingStreet', 'Pizza Hut Wing Street', 'Cheesy Bites Pizza', 'Cheesy bites', 'Cheesy bites pizza', 'Pizza Hut Stuffed Crust Pizza', "Pizza Hut P'Zones", 'Book-it', 'Pizzone (food)']
PJICO	['PJICO', 'Pjico']
Planet Smoothie	['Planet Smoothie', 'Planet smoothie', 'White girl food']
PlaSmart	['PlaSmart', 'Jishaku', 'PlaSmart Inc.']
Plasser & Theurer	['Plasser & Theurer', 'Plasser American', 'Plasser and Theurer']
Playfish	['Playfish', 'Who Has The Biggest Brain%3F', 'P&f', 'Playfish Ltd.', 'Playfish Games Retirement']
PLDT Communication and Energy Ventures	['PLDT Communication and Energy Ventures', 'Pilipino Telephone', 'Pilipino telephone corporation', 'Piltel', 'Pilipino Telephone Corporation']
PlentyOfFish	['PlentyOfFish', 'PlentyofFish', 'Plentyoffish', 'Plentyoffish.com']
Plesiochronous digital hierarchy	['Plesiochronous digital hierarchy', 'Plesiochronous Digital Hierarchy']
Plextek Limited	['Plextek Limited', 'Plextek', 'Plextek ltd', 'Plextek Ltd']
Ploiești National Coal Company	['Ploie\xc8\x99ti National Coal Company', 'Ploiesti National Coal Company', 'Ploie\xc5\x9fti National Coal Company']
Plon (publisher)	['Plon (publisher)', 'Plon (book publishing company)', 'Plon (editor)']
Plustek	['Plustek', 'OpticFilm 7200i', 'Plustek Inc.']
PNI Digital Media	['PNI Digital Media', 'PIN Digital Media', 'Pixology', 'PNI Digital Media, Inc.', 'PNI Digital Media Inc.']
PODS (company)	['PODS (company)', 'PODZILLA', 'Podzilla (hydraulic system)', 'PODS\xc2\xae', 'Portable On Demand Storage']
POET	['POET', 'POET Biorefining', 'POET LLC']
PointerWare	['PointerWare', 'SoftShell Computers', 'Softshell Computers']
Polaris Partners	['Polaris Partners', 'Polaris Ventures', 'Polaris Venture Partners']
Polaroid Eyewear	['Polaroid Eyewear', 'Polaroid sunglasses', 'Polaroid lenses']
Polish Mint	['Polish Mint', 'Mennica Polska', 'Warsaw mint']
Polity (publisher)	['Polity (publisher)', 'Polity Press']
Ponty vineyards	['Ponty vineyards', 'Chateau Grand Renouil', 'Chateau du Pavillon']
Popfrenzy	['Popfrenzy', 'Popfrenzy Records', 'Gifted Records']
Poplar (convenience store)	['Poplar (convenience store)', 'POPLAR (convenience store)']
Porsche Holding	['Porsche Holding', 'Porsche Salzburg', 'Porsche Holding GmbH', 'Porsche Holding Salzburg']
Port Authority of New York and New Jersey	['Port Authority of New York and New Jersey', 'New York POE', 'PANYNJ', 'Port Authority of New York & New Jersey', 'Port Authority of New Jersey and New York', 'The Port Authority of New York and New Jersey', 'Port Authority of New York \xe2\x80\x93 New Jersey', 'Interstate Tunnel Commission', 'Port of New York Authority', 'New York Port Authority', 'Port Authority of NY & NJ', 'The Port Authority of NY & NJ', 'Port Authority of New York', 'Port authority of New York and New Jersey', 'Port authority of new york and new jersey', 'Port Authority of New York - New Jersey', 'Panynj.gov', 'Director of the Port of New York Authority']
Port of Koper	['Port of Koper', 'Luka Koper', 'Luka koper']
Port Pipavav	['Port Pipavav', 'Pipavav Port']
Porter-Cable	['Porter-Cable', 'Porter-Cable Collector', 'Dick Jarmon', 'Porter Cable']
Ports International	['Ports International', 'Ports 1961']
Positron Corporation	['Positron Corporation', 'Positron (company)']
Positron! Records	['Positron! Records', 'Positron!', 'Positron records']
Post of Slovenia	['Post of Slovenia', 'Slovene Post', 'Slovenian Post', 'Po\xc5\xa1ta Slovenije', 'Posta Slovenije']
Poșta Moldovei	['Po\xc8\x99ta Moldovei', 'Post of Moldova', 'Po\xc5\x9fta Moldovei', 'Posta Moldovei']
Posta Uganda	['Posta Uganda', 'Uganda Post Limited']
Posten Åland	['Posten \xc3\x85land', 'Posten Aland']
Posterous	['Posterous', 'Posterous.com', 'PicPosterous', 'Posterous Spaces']
PostNord	['PostNord', 'Post Norden', 'Posten Norden AB', 'PostNord AB', 'Posten Norden']
Pou Chen Corporation	['Pou Chen Corporation', 'Pou Chen']
Pou Sheng International	['Pou Sheng International', 'Pou Sheng International (Holdings) Limited', 'YY Sports']
Power and Water Corporation	['Power and Water Corporation', 'Power and Water Corporation (Northern Territory, Australia)']
Power Challenge	['Power Challenge', 'ManagerZone AB', 'Power Challenge AB', 'Power challenge']
PowerGenix	['PowerGenix', 'Powergenix']
PowerHouse Books	['PowerHouse Books', 'PowerHouse books', 'Daniel Power']
PPC Ltd.	['PPC Ltd.', 'Pretoria Portland Cement Company', 'PPC Lime']
Practice Fusion	['Practice Fusion', 'Practice fusion']
Praga Tools	['Praga Tools', 'Praga Tools Limited']
Prasad Studios	['Prasad Studios', 'Prasad Corporation', 'Prasad EFX']
Pratt & Whitney	['Pratt & Whitney', 'Francis Pratt & Amos Whitney', 'Pratt & Whitney Space Propulsion', 'Pratt-Whitney', 'PrattWhitney', 'Pratt Whitney', 'Prattwhitney', 'Whitney-Pratt', 'WhitneyPratt', 'Whitney Pratt', 'Whitneypratt', 'Prat and whitney', 'Pratt and Whitney', 'Pratt and Whitney Group']
Präzisionsteilefertigung Steffen Pfüller	['Pr\xc3\xa4zisionsteilefertigung Steffen Pf\xc3\xbcller', 'Prazisionsteilefertigung Steffen Pfuller']
Precision Camera and Video Repair	['Precision Camera and Video Repair', 'Precision Camera & Video Repair', 'Precision Camera and Video Repair, Inc.']
Preemphasis improvement	['Preemphasis improvement', 'FM improvement factor', 'FM improvement threshold']
Premiair	['Premiair', 'Premi Airlines', 'Premiair (Indonesian airline)', 'Ekspres Transportasi Antarbenua']
Premier Motor Manufacturing Company	['Premier Motor Manufacturing Company', 'Premier Motor Manufacturing', 'Premier (automobile)']
Premier Stores	['Premier Stores', 'Premier Store']
Preqin	['Preqin', 'Private Equity Intelligence']
Presagis	['Presagis', 'Vega Prime']
Press-A-Print	['Press-A-Print', 'Press A Print', 'Pressaprint']
Priceminister	['Priceminister', 'PriceMinister.com', 'Priceminister.co.uk']
Primary health organisation	['Primary health organisation', 'Primary Health Organisation']
Primary Rate Interface	['Primary Rate Interface', 'Primary Rate', 'PRI Modem', 'Pri modem', 'Primary rate interface', 'Primary rate access', 'PRI/T1', 'ISDN30', 'PRI line']
Primera Air	['Primera Air', 'JetX', 'JetX Airlines', 'Primera Air Scandinavia', 'Primera Air Nordic']
Primus Capital	['Primus Capital', 'Primus Capital Partners', 'Primus Venture Partners', 'Primus Ventures']
Prince George County Police Department	['Prince George County Police Department', 'PGCPD', 'P.G.C.P.D.', 'Prince George County Police Department (Virginia)']
Print Services & Distribution Association	['Print Services & Distribution Association', 'Print Services', 'Print Services and Distribution Association', 'Print Services & Distribution Association (PSDA)']
Probitas Partners	['Probitas Partners', 'Probitas']
ProBuild	['ProBuild', 'Spenard Builders Supply', 'Pro-Build Holdings', 'Pro-build', 'Pro-build holdings', 'Probuild', 'Dixieline ProBuild', 'ProBuild Holdings']
Program status word	['Program status word', 'Program Status Word']
Progress Rail Services	['Progress Rail Services', 'Progress Rail', 'Progress Rail Service', 'Railcar Limited', 'Progress Rail Services Corporation']
Project C.U.R.E.	['Project C.U.R.E.', 'Project C.U.R.E', 'Project cure']
Project Enterprise	['Project Enterprise', 'Project enterprise']
Project Forum	['Project Forum', 'Project forum']
Project Harar	['Project Harar', 'Project Harar Ethiopia']
Promise	['Promise', 'Promize', 'Personal commitment', 'Promissory', 'Conditional commitment', 'Binding commitment', 'Contractual commitment', 'Promised']
Promise Technology	['Promise Technology', 'PROMISE Technology']
Promises Treatment Centers	['Promises Treatment Centers', 'Malibu Model', 'Malibu Rehab Model', 'Promises Treatment Center']
Promotus Advertising	['Promotus Advertising', 'Promotus advertising']
Pronoun (publishing platform)	['Pronoun (publishing platform)', 'Vook', 'Byliner', 'Pronoun (company)']
Propair	['Propair', 'Propair Inc']
Proper Games	['Proper Games', 'Proper Games Ltd']
PropertyGuys.com	['PropertyGuys.com', 'PropertyGuys', 'Property Guys']
Protein Sciences	['Protein Sciences', 'FluBlok', 'Protein Sciences Corp.']
Protest Records	['Protest Records', 'Protest records']
Provexis	['Provexis', 'Provexis plc']
Psion (company)	['Psion (company)', 'Psion PLC', 'Psion (computers)']
Psion Teklogix	['Psion Teklogix', 'Psion teklogix', 'Psionteklogix']
Public Investment Corporation	['Public Investment Corporation', 'Public Investment Corp.']
Publishers Group West	['Publishers Group West', "Publisher's Group West", "Publishers' Group West", 'Legato Publishers Group']
Puducherry Road Transport Corporation	['Puducherry Road Transport Corporation', 'Pondicherry Road Transport Corporation']
Pueblo Bonito Hotels and Resorts	['Pueblo Bonito Hotels and Resorts', 'Pueblo Bonito Hotels and Resort']
Puerto Rico Electric Power Authority	['Puerto Rico Electric Power Authority', 'Autoridad de Energ\xc3\xada Electrica']
Puerto Rico Ports Authority	['Puerto Rico Ports Authority', 'Puerto Rico Port Authority']
Pulsating direct current	['Pulsating direct current', 'Pulsating DC', 'Pulsating current']
Pulse dialing	['Pulse dialing', 'Dial pulsing', 'Pulse dial', 'Key pulsing', 'Dial pulse', 'Loop disconnect dialing', 'Decadic dialing', 'Pulse telephone', 'Pulse dialling', 'Decadic dialling']
Pumpkin Patch (retailer)	['Pumpkin Patch (retailer)', 'Pumpkin Patch Limited', 'Pumpkin Patch (store)']
Purnell and Sons	['Purnell and Sons', 'Purnells']
Qatar Steel	['Qatar Steel', 'Qatar Steel Company', 'Quatar Steel']
Qinghai Salt Lake Potash	['Qinghai Salt Lake Potash', 'Qinghai Salt Lake Potash Company', 'Qinghai Salt Lake Potash Company Limited', 'Salt Lake Potash', 'Salt Lake Potash Company']
QIT Madagascar Minerals	['QIT Madagascar Minerals', 'Rio Tinto Madagascar', 'QMM']
QuantumDigital	['QuantumDigital', 'Quantum Digital', 'Quantumdigital']
Quark Expeditions	['Quark Expeditions', 'Quark expeditions']
Quattor (company)	['Quattor (company)', 'Quattor (Petrochemical)']
Queensland Ambulance Service	['Queensland Ambulance Service', 'Queensland Ambulance', 'QAS', 'Queensland Ambulance Transport Brigade']
Queensland Fire and Emergency Services	['Queensland Fire and Emergency Services', 'QFRS', 'Queensland Fire and Rescue Service']
Queer Cultural Center	['Queer Cultural Center', 'San Francisco Lesbian and Gay Center for Art and Culture']
Quest Software	['Quest Software', 'QDesigner']
QuickSchools.com	['QuickSchools.com', 'Quickschools']
QuinStreet	['QuinStreet', 'Linux Planet', 'Internet.com', 'InstantMessagingPlanet.com', 'LinuxPlanet', 'Internetnews.com', 'Quinstreet', 'Serverwatch.com']
Quirk Books	['Quirk Books', 'Quirk Classics']
Quotable Value Limited	['Quotable Value Limited', 'Quotable Value Ltd', 'Quotable Value Ltd (QV)']
R.L. Polk & Company	['R.L. Polk & Company', 'R.L. Polk & Co.', "Polk's Directory", 'Polk Directory', 'R. L. Polk & Co.']
R&J Records	['R&J Records', 'Embrose Records', 'Stroudavarious Records']
R+L Carriers	['R+L Carriers', 'R&L Carriers']
Rabbit Transit (York)	['Rabbit Transit (York)', 'Rabbit Transit (York, PA)', 'York County Transportation Authority']
Rádio Bandeirantes	['R\xc3\xa1dio Bandeirantes', 'Radio Bandeirantes']
Radio X (United Kingdom)	['Radio X (United Kingdom)', 'Xfm', 'Q102 (Pirate Station)', 'XFM', 'Xfm London', 'Xfm UK', 'XFM Awards', 'John Kennedy (disc jockey)']
Radon Labs	['Radon Labs', 'Nebula Device', 'The Nebula Device', 'TerraTools']
Rafidain Bank	['Rafidain Bank', 'Al-Rafidain Bank', 'Al Rafidain Bank', 'Alrafidain bank']
Rag doll	['Rag doll', 'Rag Doll', 'Rag-doll']
Ragstock (clothing retailer)	['Ragstock (clothing retailer)', 'Ragstock (clothes store)']
RAID	['RAID', 'Fake-RAID', 'Fake-raid', 'FakeRAID', 'Fakeraid', 'RAID Array', 'Hybrid RAID', 'Redundant array of independant disks', 'Redundant Array of Inexpensive Disks', 'Redundant Arrays of Independent Disks', 'Redundant Arrays of Inexpensive Disks', 'Disc duplex', 'Disk duplex', 'Disk duplexing', 'GVinum', 'Redundant Array of Independent Disks', 'Redundant array of independent disks', 'RAID array', 'Raid array', 'Redundant array of inexpensive disks', 'Mirror RAID', 'Mirroring RAID', 'RAID mirror', 'RAID mirroring', 'Advanced Data Guarding', 'Hardware RAID compared to Software RAID', 'R.A.I.D.', 'RAID storage', 'Software RAID', 'RAID 5 write hole', 'RAID write hole', 'Fake RAID', 'RAID-F', 'Latent Sector Error', 'Latent sector error', 'Latent sector errors', 'Unrecoverable Bit Error', 'Unrecoverable Bit Errors', 'Unrecoverable Read Error', 'Unrecoverable Read Errors', 'Unrecoverable bit error', 'Unrecoverable bit errors', 'Unrecoverable read error', 'Unrecoverable read errors', 'RAID stripe alignment']
Raidió Teilifís Éireann	['Raidi\xc3\xb3 Teilif\xc3\xads \xc3\x89ireann', 'Radio Telef\xc3\xads \xc3\x89ireann', 'RTE', 'Raidio Teilifis Eireann', 'Radio Telif\xc3\xads \xc3\x89ireann', 'RT\xc3\x89 Entertainment', 'Rte', 'Rt\xc3\xa9', 'Montrose, Dublin', 'Radio Teilif\xc3\xads \xc3\x89ireann', 'Radio Teilifis Eireann', 'Radio Teilef\xc3\xads \xc3\x89ireann', 'RT\xc3\x89', 'Radio Telefis Eireann', 'Radi\xc3\xb3 Telif\xc3\xads \xc3\x89ireann', 'Radio Telef\xc3\xads Eireann', 'Radio Teilefis Eireann', 'Radio Telefis \xc3\x89ireann', 'RTE Entertainment', 'Telefis Eireann', 'Radio Teilifis \xc3\x89ireann', 'Radio Telifis Eireann', 'Raidio Teilifis \xc3\x89ireann', 'Raidio Teilif\xc3\xads Eireann', 'Raidio Teilif\xc3\xads \xc3\x89ireann', 'Raidio Telifis Eireann', 'Raidi\xc3\xb3 Teilef\xc3\xads \xc3\x89ireann', 'Raidi\xc3\xb3 Teilifis Eireann', 'Raidi\xc3\xb3 Teilifis \xc3\x89ireann', 'Raidi\xc3\xb3 Teilif\xc3\xads Eireann', 'Raidi\xc3\xb3 Telefis \xc3\x89ireann', 'Raidi\xc3\xb3 Telef\xc3\xads \xc3\x89ireann', 'Raidi\xc3\xb3 Telifis Eireann', 'Raidi\xc3\xb3 Telifis \xc3\x89ireann', 'Raidi\xc3\xb3 Telif\xc3\xads \xc3\x89ireann', 'Teilifis Eireann', 'Teilifis \xc3\x89ireann', 'Teilif\xc3\xads Eireann', 'Telefis \xc3\x89ireann', 'Telef\xc3\xads Eireann', 'Telifis \xc3\x89ireann', 'Telif\xc3\xads Eireann', 'Telif\xc3\xads \xc3\x89ireann', 'Radi\xc3\xb3 Teilif\xc3\xads \xc3\x89ireann', 'Radio Television Ireland', 'Radi\xc3\xb3 Telefis \xc3\x89ireann', 'Raidio Telefis Eireann']
RAIL4CHEM	['RAIL4CHEM', 'Rail4Chem', 'Rail4chem', 'Hoyer Railserv']
Rainstorm Entertainment	['Rainstorm Entertainment', 'Rainstorm entertainment']
Raj Hamsa Ultralights	['Raj Hamsa Ultralights', 'Raj Hamsa']
RAJ Pharma	['RAJ Pharma', 'RAJ Devices', 'Raj pharma']
Ralcorp	['Ralcorp', 'Bremner Food Group', 'Bloomfield Bakers', 'Lovin Oven', 'Ralston Foods', 'Ralcorp Holdings', 'Nutty Nuggets', 'Ralcorp Holdings, Inc.', 'Ralcorp Holding, Inc.', 'Ralcorp Holding Inc.', 'Krusteaz']
Ranch One	['Ranch One', 'Ranch 1', 'Ranch1']
Ranch Systems	['Ranch Systems', 'Ranch systems', 'Ranch Systems LLC']
Rank Hovis McDougall	['Rank Hovis McDougall', 'Joseph Rank Limited', 'Rank Howis McDougall', 'RHM plc', 'Rank Hovis', 'RHM', 'Centura foods', "McDougall's", 'McDougalls', 'The RHM Group', 'Rank Hovis MacDougall', 'Ranks Hovis McDougall']
RapidShare	['RapidShare', 'Rapid Share', 'RSPA', 'Rapidshare', 'Rapidshare.de', 'Rapidshare.com', 'RSDE']
Rasheed Bank	['Rasheed Bank', 'Al-rasheed bank', 'Al rasheed bank', 'Alrasheed bank']
Rath Packing Company	['Rath Packing Company', 'Rath Packing']
Real Story Group	['Real Story Group', 'Cms watch', 'CMS Watch']
RealD	['RealD', 'RealD Inc.', 'Reald']
ReaLemon	['ReaLemon', 'ReaLime', 'Realemon']
Realex Payments	['Realex Payments', 'Pay and Shop', 'Realexpayments.com']
RealNetworks	['RealNetworks', 'RNWK', 'RealNetworks Inc.', 'RMA Hot 100', 'Progressive Networks', 'Real Networks', 'Real Networks/Temp', 'Real.com', 'RealDVD', 'Film.com', 'Listen.com', 'RealPlayer Cloud', 'Realplayer Cloud', 'RealNetworks, Inc.']
Recipharm	['Recipharm', 'Recip', 'Recipharm AB']
Recology	['Recology', 'Norcal Waste Systems', 'Golden Gate Disposal', 'Norcal Waste Systems, Inc.', 'Sunset Scavenger']
Record-Rama	['Record-Rama', 'Record-rama', 'The Audio Preservation Fund', 'The Worlds Greatest Music Collection', 'William Vandendries', 'Paul Mawhinney']
Recursive acronym	['Recursive acronym', 'Self-referential acronym', 'Recursive acronyms', 'Recursive initialism', 'Recursive Acronym', 'Circular acronym', 'Recursive abbreviation', 'Metacronym']
Red Chillies Entertainment	['Red Chillies Entertainment', 'Shahrukh Khan Productions', 'A for Apple, B for Billi, C for Cutta', 'Ittefaq (2017 film)', 'Red chilies entertainment']
Red Gold	['Red Gold', 'Tuttoroso']
Red Mobile	['Red Mobile', '\xc3\x9cmobile', 'Connectivity Unlimited Resource Enterprise, Inc.', 'Connectivity Unlimited Resource Enterprise, Inc']
Redcort Software	['Redcort Software', 'Virtual TimeClock']
Rede Anhangüera de Comunicação	['Rede Anhang\xc3\xbcera de Comunica\xc3\xa7\xc3\xa3o', 'Rede Anhanguera de Comunica\xc3\xa7\xc3\xa3o', 'Rede Anhangueera de Comunicacao', 'Rede Anhanguera de Comunicacao']
Rede S.A.	['Rede S.A.', 'Redecard']
Redline Communications	['Redline Communications', 'Redline Communications Group Inc.']
Redpoint Ventures	['Redpoint Ventures', 'Redpoint Venture Partners']
Redspot Car Rentals	['Redspot Car Rentals', 'Redspot car rentals']
Regional Cargo	['Regional Cargo', 'Regionalcargo', 'Regionalcargo Holdings', 'Regionalcargo Holdings, S.A. de C.V.']
Reily Foods Company	['Reily Foods Company', 'JFG Coffee Company', 'JFG Mayonnaise']
Reinet Investments	['Reinet Investments', 'Reinet Investments S.C.A.']
Relational contract	['Relational contract', 'Relational Contract Theory']
Relax The Back	['Relax The Back', 'Relax the Back']
Reliance Insurance Company	['Reliance Insurance Company', 'Reliance Insurance', 'Reliance Insurance Co.']
Reliance Natural Resources Limited	['Reliance Natural Resources Limited', 'Reliance Natural Resources']
Renaissance architecture	['Renaissance architecture', 'Renaissance architectural style', 'Renaissance Architecture', 'Renaissance style', 'Renaissance (architecture)', 'Italian Renaissance and Mannerist architecture', 'Italian Renaissance architecture', 'Renaissance church', 'Renaissance architect']
Renaissance Capital (US company)	['Renaissance Capital (US company)', 'Renaissance Capital LLC']
Reno County Area Transit	['Reno County Area Transit', 'Reno County Area Transportation']
Reputation.com	['Reputation.com', 'ReputationDefender']
Réseau de Transport d'Électricité	["R\xc3\xa9seau de Transport d'\xc3\x89lectricit\xc3\xa9", "Reseau de Transport d'electricite", "R\xc3\xa9seau de transport d'\xc3\xa9lectricit\xc3\xa9", "Reseau de Transport d'Electricite"]
Restaurant Group	['Restaurant Group', 'Garfunkel\xe2\x80\x99s']
Resun	['Resun', 'Resun AG']
Retirement Villages	['Retirement Villages', 'Retirement villages']
RetroSBK	['RetroSBK', 'Retrosbk']
Revealed Recordings	['Revealed Recordings', 'Revealed Recordings realeses', 'Revealed Recordings releases']
Revenue Technology Services	['Revenue Technology Services', 'Revenue technology services']
Revolution Prep	['Revolution Prep', 'Revolution prep']
Reyes rendering	['Reyes rendering', 'Reyes algorithm', 'Reyes rendering algorithm']
Rhein-Sieg-Eisenbahn	['Rhein-Sieg-Eisenbahn', 'RSE Cargo']
RHI AG	['RHI AG', 'RHI (company)']
Rhön-Klinikum	['Rh\xc3\xb6n-Klinikum', 'Rhoen-Klinikum', 'Rhon-Klinikum']
Ricacorp Properties	['Ricacorp Properties', 'Ricacorp', 'Ricacorp Properties Limited']
Richardson International	['Richardson International', 'James Richardson & Sons', 'James Richardson & Sons, Limited', 'James Richardson International', 'Tundra Oil & Gas Partnership']
Richlyn Systems	['Richlyn Systems', 'Richlyn']
Ridgemont Equity Partners	['Ridgemont Equity Partners', 'MLGPE', 'BAMLCP', 'Banc of America Capital Investors', 'Bank of America Capital Investors', 'Bank of America Capital Partners', 'Bank of America Merrill Lynch Capital Partners', 'Bank of American Merrill Lynch Capital Partners', 'Merrill Lynch Global Private Equity', 'BAML Capital Partners']
Rio Tinto Alcan	['Rio Tinto Alcan', 'Alcan Inc.', 'Alcan Aluminium', 'Alcan Aluminium Limited', 'Alcan Aluminum Ltd.', 'Alcan Aluminum', 'Alcan Rolled Products', 'Alcan Rolled Products-Ravenswood, LLC']
Rio Tinto Borax Mine	['Rio Tinto Borax Mine', 'Borax Visitor Center', 'Rio Tinto Boron Mine', 'U.S. Borax Boron Mine']
Rio Tinto Coal Australia	['Rio Tinto Coal Australia', 'Coal & Allied', 'Coal & Allied Industries', 'Coal and Allied', 'Coal and Allied Industries']
Riot Games	['Riot Games', 'LoL Esports', 'Marc Merrill']
Rising Production	['Rising Production', 'Vision Factory']
Rising Sun Books	['Rising Sun Books', 'Rising sun books']
Riteway Bus Service	['Riteway Bus Service', 'Riteway bus service']
Ritual Entertainment	['Ritual Entertainment', 'Hipnotic Interactive', 'Hipnotic Software']
River Valley Metro Mass Transit District	['River Valley Metro Mass Transit District', 'River Valley Metro']
Roadmaster (bicycles)	['Roadmaster (bicycles)', 'Roadmaster (Bicycle)']
Robbins Brothers	['Robbins Brothers', 'Robbins Bros. Jewelry, Inc.']
Robert Half International	['Robert Half International', 'Robert Half', 'Protiviti', 'Robert Half International, Inc.', 'Robert Half International Inc.', 'OfficeTeam', 'Accountemps']
Robotics Design Inc	['Robotics Design Inc', 'Robotics Design']
Rock Region Metro	['Rock Region Metro', 'River Cities Travel Center', 'Central Arkansas Transit Authority', 'Rock Region METRO']
Rockbridge Associates	['Rockbridge Associates', 'Rockbridge Associates, Inc.', 'Rockbridge Associates, Inc']
Rocket sled	['Rocket sled', 'Rocket-sled', 'Rocket-sled testing']
Rockin' Johnny's Diner	["Rockin' Johnny's Diner", "Rockin Johnny's Diner", "Rockin' Johnny's"]
Rodale, Inc.	['Rodale, Inc.', 'Rodale Inc.', 'Rodale Books', "Children's Health", "Children's Health (magazine)", "Children's Health Magazine", 'Rodale Press', 'Rodale Inc', 'Rodale Publishing', 'Organic Gardening (magazine)', 'Running Times', 'Rodale Grow']
Rodovid Bank	['Rodovid Bank', 'Rodovidbank', 'Rodovid bank']
ROKETSAN	['ROKETSAN', 'Roketsan']
Rolf C. Hagen Group	['Rolf C. Hagen Group', 'Fluval', 'Aquaclear', 'Hagen (Company)', 'Hagen (company)', 'Exo-Terra', 'Exo Terra', 'Rolf C.Hagen Group of Companies', 'The Rolf C. Hagen Group of Companies']
Rolland H. Spaulding	['Rolland H. Spaulding', 'Rolland Harty Spaulding', 'Rolland Spaulding']
